"","county","0","20","40","60","80","100"
59,California_Santa Cruz,NA,NA,NA,NA,NA,NA
60,California_Shasta,NA,NA,NA,NA,NA,NA
61,California_Sierra,NA,NA,NA,NA,NA,NA
62,California_Siskiyou,NA,NA,NA,NA,NA,NA
63,California_Solano,NA,NA,NA,NA,NA,NA
64,California_Sonoma,NA,NA,NA,NA,NA,NA
65,California_Stanislaus,NA,NA,NA,NA,NA,NA
66,California_Sutter,NA,NA,NA,NA,NA,NA
67,California_Tehama,NA,NA,NA,NA,NA,NA
68,California_Trinity,NA,NA,NA,NA,NA,NA
69,California_Tulare,NA,NA,NA,NA,NA,NA
70,California_Tuolumne,NA,NA,NA,NA,NA,NA
71,California_Ventura,NA,NA,NA,NA,NA,NA
72,California_Yolo,NA,NA,NA,NA,NA,NA
73,California_Yuba,NA,NA,NA,NA,NA,NA
74,Colorado_Adams,NA,NA,NA,NA,NA,NA
75,Colorado_Alamosa,NA,NA,NA,NA,NA,NA
76,Colorado_Arapahoe,NA,NA,NA,NA,NA,NA
77,Colorado_Archuleta,NA,NA,NA,NA,NA,NA
78,Colorado_Baca,NA,NA,NA,NA,NA,NA
79,Colorado_Bent,NA,NA,NA,NA,NA,NA
80,Colorado_Boulder,NA,NA,NA,NA,NA,NA
81,Colorado_Broomfield,NA,NA,NA,NA,NA,NA
82,Colorado_Chaffee,NA,NA,NA,NA,NA,NA
83,Colorado_Cheyenne,NA,NA,NA,NA,NA,NA
84,Colorado_Clear Creek,NA,NA,NA,NA,NA,NA
85,Colorado_Conejos,NA,NA,NA,NA,NA,NA
86,Colorado_Costilla,NA,NA,NA,NA,NA,NA
87,Colorado_Crowley,NA,NA,NA,NA,NA,NA
88,Colorado_Custer,NA,NA,NA,NA,NA,NA
89,Colorado_Delta,NA,NA,NA,NA,NA,NA
90,Colorado_Denver,NA,NA,NA,NA,NA,NA
91,Colorado_Dolores,NA,NA,NA,NA,NA,NA
92,Colorado_Douglas,NA,NA,NA,NA,NA,NA
93,Colorado_Eagle,NA,NA,NA,NA,NA,NA
94,Colorado_El Paso,NA,NA,NA,NA,NA,NA
95,Colorado_Elbert,NA,NA,NA,NA,NA,NA
96,Colorado_Fremont,NA,NA,NA,NA,NA,NA
97,Colorado_Garfield,NA,NA,NA,NA,NA,NA
98,Colorado_Gilpin,NA,NA,NA,NA,NA,NA
99,Colorado_Grand,NA,NA,NA,NA,NA,NA
100,Colorado_Gunnison,NA,NA,NA,NA,NA,NA
101,Colorado_Hinsdale,NA,NA,NA,NA,NA,NA
102,Colorado_Huerfano,NA,NA,NA,NA,NA,NA
103,Colorado_Jackson,NA,NA,NA,NA,NA,NA
104,Colorado_Jefferson,NA,NA,NA,NA,NA,NA
105,Colorado_Kiowa,NA,NA,NA,NA,NA,NA
106,Colorado_Kit Carson,NA,NA,NA,NA,NA,NA
107,Colorado_La Plata,NA,NA,NA,NA,NA,NA
108,Colorado_Lake,NA,NA,NA,NA,NA,NA
109,Colorado_Larimer,NA,NA,NA,NA,NA,NA
110,Colorado_Las Animas,NA,NA,NA,NA,NA,NA
111,Colorado_Lincoln,NA,NA,NA,NA,NA,NA
112,Colorado_Logan,NA,NA,NA,NA,NA,NA
113,Colorado_Mesa,NA,NA,NA,NA,NA,NA
114,Colorado_Mineral,NA,NA,NA,NA,NA,NA
115,Colorado_Moffat,NA,NA,NA,NA,NA,NA
116,Colorado_Montezuma,NA,NA,NA,NA,NA,NA
117,Colorado_Montrose,NA,NA,NA,NA,NA,NA
118,Colorado_Morgan,NA,NA,NA,NA,NA,NA
119,Colorado_Otero,NA,NA,NA,NA,NA,NA
120,Colorado_Ouray,NA,NA,NA,NA,NA,NA
121,Colorado_Park,NA,NA,NA,NA,NA,NA
122,Colorado_Phillips,NA,NA,NA,NA,NA,NA
123,Colorado_Pitkin,NA,NA,NA,NA,NA,NA
124,Colorado_Prowers,NA,NA,NA,NA,NA,NA
125,Colorado_Pueblo,NA,NA,NA,NA,NA,NA
126,Colorado_Rio Blanco,NA,NA,NA,NA,NA,NA
127,Colorado_Rio Grande,NA,NA,NA,NA,NA,NA
128,Colorado_Routt,NA,NA,NA,NA,NA,NA
129,Colorado_Saguache,NA,NA,NA,NA,NA,NA
130,Colorado_San Juan,NA,NA,NA,NA,NA,NA
131,Colorado_San Miguel,NA,NA,NA,NA,NA,NA
132,Colorado_Sedgwick,NA,NA,NA,NA,NA,NA
133,Colorado_Summit,NA,NA,NA,NA,NA,NA
134,Colorado_Teller,NA,NA,NA,NA,NA,NA
135,Colorado_Washington,NA,NA,NA,NA,NA,NA
136,Colorado_Weld,NA,NA,NA,NA,NA,NA
137,Colorado_Yuma,NA,NA,NA,NA,NA,NA
138,Idaho_Ada,NA,NA,NA,NA,NA,NA
139,Idaho_Adams,NA,NA,NA,NA,NA,NA
140,Idaho_Bannock,NA,NA,NA,NA,NA,NA
141,Idaho_Bear Lake,NA,NA,NA,NA,NA,NA
142,Idaho_Benewah,NA,NA,NA,NA,NA,NA
143,Idaho_Bingham,NA,NA,NA,NA,NA,NA
144,Idaho_Blaine,NA,NA,NA,NA,NA,NA
145,Idaho_Boise,NA,NA,NA,NA,NA,NA
146,Idaho_Bonner,NA,NA,NA,NA,NA,NA
147,Idaho_Bonneville,NA,NA,NA,NA,NA,NA
148,Idaho_Boundary,NA,NA,NA,NA,NA,NA
149,Idaho_Butte,NA,NA,NA,NA,NA,NA
150,Idaho_Camas,NA,NA,NA,NA,NA,NA
151,Idaho_Canyon,NA,NA,NA,NA,NA,NA
152,Idaho_Caribou,NA,NA,NA,NA,NA,NA
153,Idaho_Cassia,NA,NA,NA,NA,NA,NA
154,Idaho_Clark,NA,NA,NA,NA,NA,NA
155,Idaho_Clearwater,NA,NA,NA,NA,NA,NA
156,Idaho_Custer,NA,NA,NA,NA,NA,NA
157,Idaho_Elmore,NA,NA,NA,NA,NA,NA
158,Idaho_Franklin,NA,NA,NA,NA,NA,NA
159,Idaho_Fremont,NA,NA,NA,NA,NA,NA
160,Idaho_Gem,NA,NA,NA,NA,NA,NA
161,Idaho_Gooding,NA,NA,NA,NA,NA,NA
162,Idaho_Idaho,NA,NA,NA,NA,NA,NA
163,Idaho_Jefferson,NA,NA,NA,NA,NA,NA
164,Idaho_Jerome,NA,NA,NA,NA,NA,NA
165,Idaho_Kootenai,NA,NA,NA,NA,NA,NA
166,Idaho_Latah,NA,NA,NA,NA,NA,NA
167,Idaho_Lemhi,NA,NA,NA,NA,NA,NA
168,Idaho_Lewis,NA,NA,NA,NA,NA,NA
169,Idaho_Lincoln,NA,NA,NA,NA,NA,NA
170,Idaho_Madison,NA,NA,NA,NA,NA,NA
171,Idaho_Minidoka,NA,NA,NA,NA,NA,NA
172,Idaho_Nez Perce,NA,NA,NA,NA,NA,NA
173,Idaho_Oneida,NA,NA,NA,NA,NA,NA
174,Idaho_Owyhee,NA,NA,NA,NA,NA,NA
175,Idaho_Payette,NA,NA,NA,NA,NA,NA
176,Idaho_Power,NA,NA,NA,NA,NA,NA
177,Idaho_Shoshone,NA,NA,NA,NA,NA,NA
178,Idaho_Teton,NA,NA,NA,NA,NA,NA
179,Idaho_Twin Falls,NA,NA,NA,NA,NA,NA
180,Idaho_Valley,NA,NA,NA,NA,NA,NA
181,Idaho_Washington,NA,NA,NA,NA,NA,NA
182,Montana_Beaverhead,NA,NA,NA,NA,NA,NA
183,Montana_Big Horn,NA,NA,NA,NA,NA,NA
184,Montana_Blaine,NA,NA,NA,NA,NA,NA
185,Montana_Broadwater,NA,NA,NA,NA,NA,NA
186,Montana_Carbon,NA,NA,NA,NA,NA,NA
187,Montana_Carter,NA,NA,NA,NA,NA,NA
188,Montana_Cascade,NA,NA,NA,NA,NA,NA
189,Montana_Chouteau,NA,NA,NA,NA,NA,NA
190,Montana_Custer,NA,NA,NA,NA,NA,NA
191,Montana_Daniels,NA,NA,NA,NA,NA,NA
192,Montana_Dawson,NA,NA,NA,NA,NA,NA
193,Montana_Deer Lodge,NA,NA,NA,NA,NA,NA
194,Montana_Fallon,NA,NA,NA,NA,NA,NA
195,Montana_Fergus,NA,NA,NA,NA,NA,NA
196,Montana_Flathead,NA,NA,NA,NA,NA,NA
197,Montana_Gallatin,NA,NA,NA,NA,NA,NA
198,Montana_Garfield,NA,NA,NA,NA,NA,NA
199,Montana_Glacier,NA,NA,NA,NA,NA,NA
200,Montana_Golden Valley,NA,NA,NA,NA,NA,NA
201,Montana_Granite,NA,NA,NA,NA,NA,NA
202,Montana_Hill,NA,NA,NA,NA,NA,NA
203,Montana_Jefferson,NA,NA,NA,NA,NA,NA
204,Montana_Judith Basin,NA,NA,NA,NA,NA,NA
205,Montana_Lake,NA,NA,NA,NA,NA,NA
206,Montana_Lewis and Clark,NA,NA,NA,NA,NA,NA
207,Montana_Liberty,NA,NA,NA,NA,NA,NA
208,Montana_Lincoln,NA,NA,NA,NA,NA,NA
209,Montana_Madison,NA,NA,NA,NA,NA,NA
210,Montana_McCone,NA,NA,NA,NA,NA,NA
211,Montana_Meagher,NA,NA,NA,NA,NA,NA
212,Montana_Mineral,NA,NA,NA,NA,NA,NA
213,Montana_Missoula,NA,NA,NA,NA,NA,NA
214,Montana_Musselshell,NA,NA,NA,NA,NA,NA
215,Montana_Park,NA,NA,NA,NA,NA,NA
216,Montana_Petroleum,NA,NA,NA,NA,NA,NA
217,Montana_Phillips,NA,NA,NA,NA,NA,NA
218,Montana_Pondera,NA,NA,NA,NA,NA,NA
219,Montana_Powder River,NA,NA,NA,NA,NA,NA
220,Montana_Powell,NA,NA,NA,NA,NA,NA
221,Montana_Prairie,NA,NA,NA,NA,NA,NA
222,Montana_Ravalli,NA,NA,NA,NA,NA,NA
223,Montana_Richland,NA,NA,NA,NA,NA,NA
224,Montana_Roosevelt,NA,NA,NA,NA,NA,NA
225,Montana_Rosebud,NA,NA,NA,NA,NA,NA
226,Montana_Sanders,NA,NA,NA,NA,NA,NA
227,Montana_Sheridan,NA,NA,NA,NA,NA,NA
228,Montana_Silver Bow,NA,NA,NA,NA,NA,NA
229,Montana_Stillwater,NA,NA,NA,NA,NA,NA
230,Montana_Sweet Grass,NA,NA,NA,NA,NA,NA
231,Montana_Teton,NA,NA,NA,NA,NA,NA
232,Montana_Toole,NA,NA,NA,NA,NA,NA
233,Montana_Treasure,NA,NA,NA,NA,NA,NA
234,Montana_Valley,NA,NA,NA,NA,NA,NA
235,Montana_Wheatland,NA,NA,NA,NA,NA,NA
236,Montana_Wibaux,NA,NA,NA,NA,NA,NA
237,Montana_Yellowstone,NA,NA,NA,NA,NA,NA
238,Nevada_Carson  City,NA,NA,NA,NA,NA,NA
239,Nevada_Carson City,NA,NA,NA,NA,NA,NA
240,Nevada_Churchill,NA,NA,NA,NA,NA,NA
241,Nevada_Clark,NA,NA,NA,NA,NA,NA
242,Nevada_Douglas,NA,NA,NA,NA,NA,NA
243,Nevada_Elko,NA,NA,NA,NA,NA,NA
244,Nevada_Esmeralda,NA,NA,NA,NA,NA,NA
245,Nevada_Eureka,NA,NA,NA,NA,NA,NA
246,Nevada_Humboldt,NA,NA,NA,NA,NA,NA
247,Nevada_Lander,NA,NA,NA,NA,NA,NA
248,Nevada_Lincoln,NA,NA,NA,NA,NA,NA
249,Nevada_Lyon,NA,NA,NA,NA,NA,NA
250,Nevada_Mineral,NA,NA,NA,NA,NA,NA
251,Nevada_Nye,NA,NA,NA,NA,NA,NA
252,Nevada_Pershing,NA,NA,NA,NA,NA,NA
253,Nevada_Storey,NA,NA,NA,NA,NA,NA
254,Nevada_Washoe,NA,NA,NA,NA,NA,NA
255,Nevada_White Pine,NA,NA,NA,NA,NA,NA
256,New Mexico_Bernalillo,NA,NA,NA,NA,NA,NA
257,New Mexico_Catron,NA,NA,NA,NA,NA,NA
258,New Mexico_Chaves,NA,NA,NA,NA,NA,NA
259,New Mexico_Cibola,NA,NA,NA,NA,NA,NA
260,New Mexico_Colfax,NA,NA,NA,NA,NA,NA
261,New Mexico_Curry,NA,NA,NA,NA,NA,NA
262,New Mexico_De Baca,NA,NA,NA,NA,NA,NA
263,New Mexico_Dona Ana,NA,NA,NA,NA,NA,NA
264,New Mexico_Eddy,NA,NA,NA,NA,NA,NA
265,New Mexico_Grant,NA,NA,NA,NA,NA,NA
266,New Mexico_Guadalupe,NA,NA,NA,NA,NA,NA
267,New Mexico_Harding,NA,NA,NA,NA,NA,NA
268,New Mexico_Hidalgo,NA,NA,NA,NA,NA,NA
269,New Mexico_Lea,NA,NA,NA,NA,NA,NA
270,New Mexico_Lincoln,NA,NA,NA,NA,NA,NA
271,New Mexico_Los Alamos,NA,NA,NA,NA,NA,NA
272,New Mexico_Luna,NA,NA,NA,NA,NA,NA
273,New Mexico_McKinley,NA,NA,NA,NA,NA,NA
274,New Mexico_Mora,NA,NA,NA,NA,NA,NA
275,New Mexico_Otero,NA,NA,NA,NA,NA,NA
276,New Mexico_Quay,NA,NA,NA,NA,NA,NA
277,New Mexico_Rio Arriba,NA,NA,NA,NA,NA,NA
278,New Mexico_Roosevelt,NA,NA,NA,NA,NA,NA
279,New Mexico_San Juan,NA,NA,NA,NA,NA,NA
280,New Mexico_San Miguel,NA,NA,NA,NA,NA,NA
281,New Mexico_Sandoval,NA,NA,NA,NA,NA,NA
282,New Mexico_Santa Fe,NA,NA,NA,NA,NA,NA
283,New Mexico_Sierra,NA,NA,NA,NA,NA,NA
284,New Mexico_Socorro,NA,NA,NA,NA,NA,NA
285,New Mexico_Taos,NA,NA,NA,NA,NA,NA
286,New Mexico_Torrance,NA,NA,NA,NA,NA,NA
287,New Mexico_Union,NA,NA,NA,NA,NA,NA
288,New Mexico_Valencia,NA,NA,NA,NA,NA,NA
289,Oregon_Baker,1.13E+02,2.48E+02,5.89E+02,6.60E+02,1.43E+03,7.01E+04
290,Oregon_Benton,4.65E+02,5.18E+03,1.06E+04,1.18E+04,1.20E+04,3.84E+04
291,Oregon_Clackamas,1.37E+02,1.18E+04,2.15E+04,3.06E+04,4.34E+04,7.87E+04
292,Oregon_Clatsop,1.52E+02,1.59E+02,1.68E+02,1.77E+03,1.04E+04,1.27E+04
293,Oregon_Columbia,8.12E+01,8.68E+02,1.35E+03,1.47E+03,7.45E+03,1.06E+04
294,Oregon_Coos,3.47E+02,1.61E+03,5.24E+03,1.10E+04,1.52E+04,7.52E+04
295,Oregon_Crook,5.01E+00,2.40E+02,3.11E+02,7.45E+04,1.18E+05,1.14E+06
296,Oregon_Curry,3.92E+03,3.92E+03,3.92E+03,3.92E+03,3.92E+03,3.92E+03
297,Oregon_Deschutes,5.81E+01,2.44E+03,9.96E+03,7.69E+04,1.70E+05,1.07E+07
298,Oregon_Douglas,4.53E+02,3.53E+03,1.08E+04,8.17E+04,1.04E+05,3.08E+05
299,Oregon_Gilliam,1.71E+00,4.25E+01,6.91E+01,1.00E+02,1.58E+04,1.04E+05
300,Oregon_Grant,1.47E+04,2.38E+04,3.23E+04,1.16E+05,3.86E+05,5.09E+05
301,Oregon_Harney,6.84E+01,1.90E+04,3.38E+04,7.21E+04,6.36E+05,2.31E+06
302,Oregon_Hood River,4.96E+02,6.11E+02,7.82E+02,7.20E+03,9.49E+03,1.67E+04
303,Oregon_Jackson,1.29E+03,1.09E+04,1.59E+04,5.93E+04,9.92E+04,1.13E+05
304,Oregon_Jefferson,5.82E+02,1.38E+03,1.44E+04,2.69E+04,5.61E+04,1.49E+05
305,Oregon_Josephine,1.36E+04,1.36E+04,1.36E+04,1.36E+04,1.36E+04,1.36E+04
306,Oregon_Klamath,3.66E+02,6.70E+02,1.32E+03,4.06E+03,1.56E+04,7.19E+04
307,Oregon_Lake,3.25E+03,3.77E+04,4.61E+04,1.16E+05,1.66E+05,8.69E+05
308,Oregon_Lane,1.35E+02,3.52E+02,2.42E+03,1.72E+04,8.30E+04,1.78E+05
309,Oregon_Lincoln,2.99E+01,9.75E+02,3.35E+03,1.12E+04,4.33E+04,7.63E+04
310,Oregon_Linn,1.10E+03,3.26E+03,7.99E+03,9.34E+03,1.91E+04,5.44E+04
311,Oregon_Malheur,4.52E+01,1.88E+02,7.26E+03,2.48E+04,1.45E+05,1.52E+06
312,Oregon_Marion,4.85E+03,8.03E+03,1.27E+04,2.23E+04,3.36E+04,1.27E+05
313,Oregon_Morrow,9.68E-01,1.23E+00,6.97E+03,3.14E+04,5.56E+04,1.16E+05
314,Oregon_Multnomah,3.60E+01,3.73E+01,6.97E+01,5.53E+02,3.74E+03,7.99E+03
315,Oregon_Polk,6.67E+02,8.19E+02,8.63E+02,1.59E+03,4.00E+03,2.24E+04
316,Oregon_Sherman,4.84E+00,5.62E+00,2.22E+02,2.54E+02,9.11E+03,6.86E+04
317,Oregon_Tillamook,1.62E+01,2.97E+01,1.31E+03,1.17E+04,4.01E+04,6.20E+04
318,Oregon_Umatilla,5.01E+00,1.11E+02,2.26E+02,3.38E+02,3.00E+04,1.24E+05
319,Oregon_Union,4.84E+00,8.96E+00,9.55E+00,8.12E+02,4.40E+03,3.66E+04
320,Oregon_Wallowa,7.78E+03,1.32E+04,1.87E+04,2.41E+04,2.96E+04,3.50E+04
321,Oregon_Wasco,4.11E+00,1.72E+02,1.86E+02,8.77E+03,3.35E+04,1.39E+05
322,Oregon_Washington,4.92E+02,2.07E+03,7.13E+03,8.70E+03,1.23E+04,1.67E+04
323,Oregon_Wheeler,2.03E+03,3.01E+04,3.87E+04,6.85E+04,2.11E+05,2.68E+05
324,Oregon_Yamhill,9.27E+01,1.74E+03,1.20E+04,1.78E+04,2.24E+04,3.69E+04
325,Utah_Beaver,NA,NA,NA,NA,NA,NA
326,Utah_Box Elder,NA,NA,NA,NA,NA,NA
327,Utah_Cache,NA,NA,NA,NA,NA,NA
328,Utah_Carbon,NA,NA,NA,NA,NA,NA
329,Utah_Daggett,NA,NA,NA,NA,NA,NA
330,Utah_Davis,NA,NA,NA,NA,NA,NA
331,Utah_Duchesne,NA,NA,NA,NA,NA,NA
332,Utah_Emery,NA,NA,NA,NA,NA,NA
333,Utah_Garfield,NA,NA,NA,NA,NA,NA
334,Utah_Grand,NA,NA,NA,NA,NA,NA
335,Utah_Iron,NA,NA,NA,NA,NA,NA
336,Utah_Juab,NA,NA,NA,NA,NA,NA
337,Utah_Kane,NA,NA,NA,NA,NA,NA
338,Utah_Millard,NA,NA,NA,NA,NA,NA
339,Utah_Morgan,NA,NA,NA,NA,NA,NA
340,Utah_Piute,NA,NA,NA,NA,NA,NA
341,Utah_Rich,NA,NA,NA,NA,NA,NA
342,Utah_Salt Lake,NA,NA,NA,NA,NA,NA
343,Utah_San Juan,NA,NA,NA,NA,NA,NA
344,Utah_Sanpete,NA,NA,NA,NA,NA,NA
345,Utah_Sevier,NA,NA,NA,NA,NA,NA
346,Utah_Summit,NA,NA,NA,NA,NA,NA
347,Utah_Tooele,NA,NA,NA,NA,NA,NA
348,Utah_Uintah,NA,NA,NA,NA,NA,NA
349,Utah_Utah,NA,NA,NA,NA,NA,NA
350,Utah_Wasatch,NA,NA,NA,NA,NA,NA
351,Utah_Washington,NA,NA,NA,NA,NA,NA
352,Utah_Wayne,NA,NA,NA,NA,NA,NA
353,Utah_Weber,NA,NA,NA,NA,NA,NA
354,Washington_Adams,4.25E+02,4.32E+02,4.97E+03,8.24E+03,8.64E+03,8.77E+03
355,Washington_Asotin,2.77E+01,2.83E+01,2.90E+01,2.99E+01,3.10E+01,3.22E+01
356,Washington_Benton,1.13E+02,1.04E+03,2.81E+03,6.81E+03,1.85E+04,2.51E+04
357,Washington_Chelan,1.03E+03,1.06E+03,1.09E+03,1.11E+03,1.14E+03,1.17E+03
358,Washington_Clallam,6.67E+03,7.12E+03,7.81E+03,8.95E+03,9.47E+03,9.68E+03
359,Washington_Clark,1.56E+02,1.56E+02,1.56E+02,1.56E+02,1.56E+02,1.56E+02
360,Washington_Columbia,-8.69E+01,1.97E+01,1.26E+02,2.29E+02,3.27E+02,4.26E+02
361,Washington_Cowlitz,2.39E+01,2.39E+01,2.39E+01,2.39E+01,2.39E+01,2.39E+01
362,Washington_Douglas,4.58E+03,5.38E+03,6.10E+03,6.69E+03,8.41E+03,1.07E+04
363,Washington_Ferry,NA,NA,NA,NA,NA,NA
364,Washington_Franklin,4.13E+02,1.26E+03,3.21E+03,2.03E+04,4.49E+04,4.74E+04
365,Washington_Garfield,-1.11E+02,1.13E+02,1.16E+02,5.98E+02,5.68E+03,5.90E+03
366,Washington_Grant,2.71E+01,6.05E+03,1.39E+04,1.74E+04,4.33E+04,6.05E+04
367,Washington_Grays Harbor,4.90E+02,4.90E+02,4.90E+02,4.90E+02,4.90E+02,4.90E+02
368,Washington_Island,NA,NA,NA,NA,NA,NA
369,Washington_Jefferson,NA,NA,NA,NA,NA,NA
370,Washington_King,3.38E+01,4.01E+01,4.64E+01,5.26E+01,5.89E+01,6.52E+01
371,Washington_Kitsap,8.73E+02,8.91E+02,9.10E+02,9.30E+02,9.52E+02,9.74E+02
372,Washington_Kittitas,8.43E+01,1.17E+04,2.22E+04,2.69E+04,4.83E+04,5.33E+04
373,Washington_Klickitat,9.02E+02,1.01E+03,3.10E+03,9.16E+03,1.49E+04,2.04E+04
374,Washington_Lewis,2.88E+02,1.59E+03,1.13E+05,2.43E+05,3.96E+05,1.33E+06
375,Washington_Lincoln,1.09E+04,1.11E+04,1.13E+04,1.14E+04,1.16E+04,1.18E+04
376,Washington_Mason,NA,NA,NA,NA,NA,NA
377,Washington_Okanogan,4.18E+02,4.25E+02,4.36E+02,4.48E+02,4.61E+02,4.75E+02
378,Washington_Pacific,NA,NA,NA,NA,NA,NA
379,Washington_Pend Oreille,NA,NA,NA,NA,NA,NA
380,Washington_Pierce,7.64E+03,7.78E+03,7.97E+03,8.21E+03,8.48E+03,8.77E+03
381,Washington_San Juan,NA,NA,NA,NA,NA,NA
382,Washington_Skagit,NA,NA,NA,NA,NA,NA
383,Washington_Skamania,3.87E+02,9.97E+02,1.77E+03,2.83E+03,4.32E+03,1.45E+04
384,Washington_Snohomish,NA,NA,NA,NA,NA,NA
385,Washington_Spokane,NA,NA,NA,NA,NA,NA
386,Washington_Stevens,NA,NA,NA,NA,NA,NA
387,Washington_Thurston,NA,NA,NA,NA,NA,NA
388,Washington_Wahkiakum,1.67E+02,1.67E+02,1.67E+02,1.67E+02,1.67E+02,1.67E+02
389,Washington_Walla Walla,1.19E+01,1.26E+01,1.85E+01,1.42E+02,1.57E+03,4.86E+03
390,Washington_Whatcom,2.71E+04,2.71E+04,2.71E+04,2.71E+04,2.71E+04,2.71E+04
391,Washington_Whitman,7.49E+02,8.55E+02,9.62E+02,1.02E+03,1.04E+03,1.05E+03
392,Washington_Yakima,2.35E+01,5.97E+03,1.70E+04,2.63E+04,3.17E+04,3.29E+04
393,Wyoming_Albany,NA,NA,NA,NA,NA,NA
394,Wyoming_Big Horn,NA,NA,NA,NA,NA,NA
395,Wyoming_Campbell,NA,NA,NA,NA,NA,NA
396,Wyoming_Carbon,NA,NA,NA,NA,NA,NA
397,Wyoming_Converse,NA,NA,NA,NA,NA,NA
398,Wyoming_Crook,NA,NA,NA,NA,NA,NA
399,Wyoming_Fremont,NA,NA,NA,NA,NA,NA
400,Wyoming_Goshen,NA,NA,NA,NA,NA,NA
401,Wyoming_Hot Springs,NA,NA,NA,NA,NA,NA
402,Wyoming_Johnson,NA,NA,NA,NA,NA,NA
403,Wyoming_Laramie,NA,NA,NA,NA,NA,NA
404,Wyoming_Lincoln,NA,NA,NA,NA,NA,NA
405,Wyoming_Natrona,NA,NA,NA,NA,NA,NA
406,Wyoming_Niobrara,NA,NA,NA,NA,NA,NA
407,Wyoming_Park,NA,NA,NA,NA,NA,NA
408,Wyoming_Platte,NA,NA,NA,NA,NA,NA
409,Wyoming_Sheridan,NA,NA,NA,NA,NA,NA
410,Wyoming_Sublette,NA,NA,NA,NA,NA,NA
411,Wyoming_Sweetwater,NA,NA,NA,NA,NA,NA
412,Wyoming_Teton,NA,NA,NA,NA,NA,NA
413,Wyoming_Uinta,NA,NA,NA,NA,NA,NA
414,Wyoming_Washakie,NA,NA,NA,NA,NA,NA
415,Wyoming_Weston,NA,NA,NA,NA,NA,NA
